,state,region,id,zip,city,latitude,longitude,type,url,domain,first.type,expense.percent,financial.rating,financial.rating.fye,accountability.rating,accountability.rating.fye,rating,fundraising.expense,admin.expense,contributions,revenue,rating.fye,overhead
6828,CO,colorado,org8377.htm,80246,Denver,39.705318,-104.93113,"Arts, Culture, Humanities : Performing Arts",http://www.operacolorado.org/,operacolorado.org,"Arts, Culture, Humanities ",0.064,0.5852,1,0.89,3,0.6965,6.4,31.9,2525039,3627994,1,38.3
6829,CO,colorado,org8378.htm,80909,Colorado Springs,38.851493,-104.77856,Education : Private Elementary and Secondary Schools,http://smhscs.org/,smhscs.org,Education ,0.078,0.6769,1,0.89,3,0.7586,7.8,12.8,739652,3726174,2,20.6
6830,CO,colorado,org8379.htm,80214,Denver,39.745526,-105.06251,Education : Private Elementary and Secondary Schools,http://www.denverstreetschool.org/,denverstreetschool.org,Education ,0.095,0.7791,2,0.89,3,0.8255,9.5,6.3,767860,891624,3,15.8
6831,AZ,arizona,org8380.htm,85004,Phoenix,33.451093,-112.07057,"Arts, Culture, Humanities : Museums",http://www.azscience.org/,azscience.org,"Arts, Culture, Humanities ",0.066,0.9006,4,0.9,4,0.9002,6.6,11.2,4360339,9054937,4,17.8
6832,NV,nevada,org8381.htm,89501,Reno,39.52616,-119.81367,"Arts, Culture, Humanities : Museums",http://nevadaart.org/,nevadaart.org,"Arts, Culture, Humanities ",0.112,0.9236,4,0.89,3,0.9052,11.2,15,3483469,4691305,4,26.2
6833,CA,california,org8382.htm,94121,San Francisco,37.778729,-122.49265,Education : Private Elementary and Secondary Schools,http://www.kdbs.org/,kdbs.org,Education ,0.05,0.8217,3,0.85,3,0.8352,5,13,2790004,13575271,3,18
6834,CA,california,org8384.htm,95811,Sacramento,38.59,-121.49,Environment : Environmental Protection and Conservation,http://www.friendsoftheriver.org/,friendsoftheriver.org,Environment ,0.097,0.6724,1,0.81,3,0.7322,9.7,13.2,949542,972276,2,22.9
6835,CA,california,org8385.htm,93727,Fresno,36.753177,-119.69703,"Arts, Culture, Humanities : Public Broadcasting and Media",http://radiobilingue.org/en/,radiobilingue.org,"Arts, Culture, Humanities ",0.107,0.7224,2,0.96,4,0.8016,10.7,16.7,2500185,2500241,3,27.4
6836,CA,california,org8386.htm,95403,Santa Rosa,38.480494,-122.74976,Education : Private Elementary and Secondary Schools,http://scds.org/,scds.org,Education ,0.043,0.8187,3,0.93,4,0.8625,4.3,15.9,2808938,7613226,3,20.2
6837,HI,hawaii,org8387.htm,96813,Honolulu,21.313033,-157.85615,Health : Patient and Family Support,http://hawaii.wish.org/,hawaii.wish.org,Health ,0.036,0.8272,3,0.97,4,0.8759,3.6,7,1509778,1971329,3,10.6
6838,CA,california,org8388.htm,90021,Los Angeles,34.029313,-118.24182,Community Development : Housing and Neighborhood Development,http://www.skidrow.org,skidrow.org,Community Development ,0.011,0.8574,3,0.93,4,0.8876,1.1,7.9,3299311,11979632,3,9
6839,WA,washington,org8389.htm,98225,Bellingham,48.747578,-122.48508,Community Development : Fundraising,http://www.unitedwaywhatcom.org,unitedwaywhatcom.org,Community Development ,0.14,0.8328,3,0.96,4,0.8784,14,6.2,2272547,2270671,3,20.2
6840,NA,NA,org8390.htm,20036,Washington,38.906778,-77.04148,Human and Civil Rights : Advocacy and Education,http://www.pflag.org/,pflag.org,Human and Civil Rights ,0.108,0.9051,4,0.97,4,0.9296,10.8,8.1,4305241,4458756,4,18.9
6841,CO,colorado,org8391.htm,80524,Fort Collins,40.606962,-105.05106,Environment : Environmental Protection and Conservation,http://www.treeswaterpeople.org/,treeswaterpeople.org,Environment ,0.038,0.8498,3,0.93,4,0.8828,3.8,16.3,1461460,1513018,3,20.1
6842,WA,washington,org8392.htm,98383,Silverdale,47.667257,-122.69055,International : Development and Relief Services,http://www.cotni.org/,cotni.org,International ,0.047,0.9394,4,1,4,0.9571,4.7,5.7,7741405,7741422,4,10.4
6843,CA,california,org8395.htm,94949,Novato,38.06317,-122.54111,"Animals : Animal Rights, Welfare, and Services",http://www.marinhumanesociety.org,marinhumanesociety.org,Animals ,0.062,0.8466,3,1,4,0.8915,6.2,9,4978246,6433476,3,15.2
6844,CO,colorado,org8396.htm,80840,U S A F Academy,39.008109,-104.84248,"Education : Universities, Graduate Schools, and Technological Institutes",http://www.usafa.org/,usafa.org,Education ,0.021,0.8886,3,0.97,4,0.9184,2.1,9.2,3659890,6092834,4,11.3
6845,CA,california,org8399.htm,95131,San Jose,37.38631,-121.88987,Education : Other Education Programs and Services,http://www.raftbayarea.org/main,raftbayarea.org,Education ,0.093,0.835,3,0.97,4,0.8814,9.3,5.8,1758187,3241238,3,15.1
6846,TX,texas,org8400.htm,75706,Tyler,32.456565,-95.33155,Animals : Wildlife Conservation,http://www.tigerlink.org/,tigerlink.org,Animals ,0.423,0.6535,1,0.68,1,0.6664,42.3,14.2,2711218,2862666,1,56.5
6847,CO,colorado,org8401.htm,80202,Denver,39.751586,-104.99699,Human Services : Multipurpose Human Service Organizations,http://www.specialolympicsco.org/,specialolympicsco.org,Human Services ,0.24,0.7938,2,1,4,0.8541,24,7.1,3331119,3361931,3,31.1
6848,MO,missouri,org8402.htm,65020,Camdenton,38.032648,-92.78269,Human Services : Multipurpose Human Service Organizations,http://www.nationalcops.org,nationalcops.org,Human Services ,0.062,0.9251,4,0.96,4,0.9399,6.2,6.7,2959920,3397626,4,12.9
6849,NY,new york,org8403.htm,10018,New York,40.755101,-73.99337,"Animals : Animal Rights, Welfare, and Services",http://www.puppiesbehindbars.com,puppiesbehindbars.com,Animals ,0.081,0.9711,4,1,4,0.9795,8.1,6.4,2175096,2441676,4,14.5
6850,FL,florida,org8406.htm,33401,West Palm Beach,26.711192,-80.06043,"Arts, Culture, Humanities : Performing Arts",http://www.kravis.org,kravis.org,"Arts, Culture, Humanities ",0.037,0.9316,4,0.97,4,0.9471,3.7,13.3,8614002,30798833,4,17
6851,NA,NA,org8407.htm,20009,Washington,38.919211,-77.03777,Human Services : Children's and Family Services,http://www.flocdc.org/,flocdc.org,Human Services ,0.137,0.8349,3,1,4,0.8832,13.7,2.9,1658056,1777385,3,16.6
6852,IL,illinois,org8408.htm,60018,Des Plaines,42.008429,-87.89234,"Health : Diseases, Disorders, and Disciplines",http://www.ustoo.org,ustoo.org,Health ,0.078,0.808,3,1,4,0.8642,7.8,16.2,813231,955389,3,24
6853,NY,new york,org8410.htm,10022,New York,40.759015,-73.96732,Community Development : Fundraising,http://www.publicartfund.org/,publicartfund.org,Community Development ,0.12,0.9061,4,0.89,3,0.8977,12,6.7,4162870,4769355,3,18.7
6854,NJ,new jersey,org8411.htm,8540,Princeton,40.357439,-74.64922,Health : Treatment and Prevention Services,http://www.hitops.org/,hitops.org,Health ,0.233,0.6222,1,0.92,4,0.7269,23.3,12.4,472214,867503,2,35.7
6855,NY,new york,org8412.htm,11554,East Meadow,40.7143,-73.55527,Human Services : Multipurpose Human Service Organizations,http://www.womenssportsfoundation.org,womenssportsfoundation.org,Human Services ,0.158,0.6766,1,0.96,4,0.7695,15.8,7.4,3220761,3277895,2,23.2
6856,WI,wisconsin,org8416.htm,54901,Oshkosh,44.043984,-88.53528,"Animals : Animal Rights, Welfare, and Services",http://www.oahs.org,oahs.org,Animals ,0.028,0.8822,3,0.62,1,0.7186,2.8,12.4,525565,842676,2,15.2
6857,NA,NA,org8417.htm,20036,Washington,38.906778,-77.04148,"International : International Peace, Security, and Affairs",http://www.aicgs.org/,aicgs.org,International ,0.171,0.8108,3,1,4,0.8662,17.1,15.4,1945073,2061383,3,32.5
6858,VA,virginia,org8418.htm,22314,Alexandria,38.806163,-77.05139,Community Development : Fundraising,http://www.clubfoundation.org/,clubfoundation.org,Community Development ,0.382,0.8078,3,0.89,3,0.8434,38.2,3.9,1412840,1581493,3,42.1
6859,NA,NA,org8419.htm,20036,Washington,38.906778,-77.04148,"International : International Peace, Security, and Affairs",http://peacecorpsconnect.org/,peacecorpsconnect.org,International ,0.046,0.89,3,0.93,4,0.9078,4.6,10.5,1232763,1707105,4,15.1
6860,AR,arkansas,org8421.htm,72033,Conway,35.105306,-92.354915,Religion : Religious Media and Broadcasting,http://www.lifeword.org/,lifeword.org,Religion ,0.121,0.7857,2,0.66,1,0.7158,12.1,16.3,977055,1386368,2,28.4
6861,CO,colorado,org8422.htm,80909,Colorado Springs,38.851493,-104.77856,Human Services : Multipurpose Human Service Organizations,http://www.usashooting.com,usashooting.com,Human Services ,0.269,0.7921,2,0.86,3,0.8227,26.9,5.9,4775140,5455518,3,32.8
6862,MA,massachusetts,org8425.htm,2108,Boston,42.357903,-71.06408,Community Development : Housing and Neighborhood Development,http://www.cweonline.org,cweonline.org,Community Development ,0.182,0.768,2,1,4,0.8359,18.2,12.4,1593909,2045730,3,30.6
6863,PA,pennsylvania,org8427.htm,19123,Philadelphia,39.964012,-75.14764,Community Development : Housing and Neighborhood Development,http://www.wcrpphila.com/,wcrpphila.com,Community Development ,0.025,0.8902,3,1,4,0.9223,2.5,8.4,780719,2212962,4,10.9
6864,NE,nebraska,org8428.htm,68501,Lincoln,40.865142,-96.823133,Human Services : Homeless Services,http://www.peoplescitymission.org,peoplescitymission.org,Human Services ,0.045,0.7356,2,0.96,4,0.8109,4.5,7.4,9577166,9848473,3,11.9
6865,NA,NA,org8429.htm,20006,Washington,38.897567,-77.04195,Community Development : Housing and Neighborhood Development,http://www.cneonline.org,cneonline.org,Community Development ,0.007,0.7489,2,1,4,0.8224,0.7,0.3,4190732,4194014,3,1
6866,FL,florida,org8431.htm,33913,Fort Myers,26.542097,-81.69984,International : Development and Relief Services,http://www.loveachild.com/,loveachild.com,International ,0.052,0.9424,4,0.93,4,0.9358,5.2,2.3,45031193,44969984,4,7.5
6867,MS,mississippi,org8432.htm,39296,Jackson,32.311287,-90.397157,Community Development : Housing and Neighborhood Development,https://www.habitatmca.org/,habitatmca.org,Community Development ,0.034,0.9665,4,1,4,0.9763,3.4,5,3985451,8298858,4,8.4
6868,FL,florida,org8433.htm,33472,Boynton Beach,26.53,-80.19,Human Services : Children's and Family Services,http://www.caridad.org/,caridad.org,Human Services ,0.121,0.9517,4,0.93,4,0.9398,12.1,11,4159215,4290956,4,23.1
6869,CO,colorado,org8434.htm,80304,Boulder,40.039784,-105.27938,Human Services : Homeless Services,http://www.bouldershelter.org,bouldershelter.org,Human Services ,0.09,0.8073,3,0.92,4,0.8524,9,11.1,1789236,1901169,3,20.1
6870,GA,georgia,org8435.htm,30126,Mableton,33.817738,-84.56087,"Human Services : Youth Development, Shelter, and Crisis Services",https://www.gsgatl.org/,gsgatl.org,Human Services ,0.073,0.8114,3,0.96,4,0.8636,7.3,8.7,2932019,14915402,3,16
6871,TN,tennessee,org8437.htm,37204,Nashville,36.112058,-86.77626,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.gsmidtn.org/,gsmidtn.org,Human Services ,0.094,0.8357,3,0.89,3,0.8601,9.4,4,936161,4639134,3,13.4
6872,MA,massachusetts,org8438.htm,2115,Boston,42.34308,-71.09268,Human Services : Social Services,http://www.nbp.org/,nbp.org,Human Services ,0.11,0.7696,2,0.96,4,0.8346,11,16.4,1037181,4079438,3,27.4
6873,NY,new york,org8439.htm,10017,New York,40.752159,-73.97231,"Health : Diseases, Disorders, and Disciplines",http://www.americanskin.org/,americanskin.org,Health ,0.12,0.6678,1,1,4,0.765,12,15.1,1131607,1144899,2,27.1
6874,NY,new york,org8440.htm,10017,New York,40.752159,-73.97231,International : Foreign Charity Support Organizations,http://www.justonelife.org/,justonelife.org,International ,0.363,0.4994,0,0.7,2,0.5873,36.3,16.3,813769,813769,1,52.6
6875,NY,new york,org8441.htm,10010,New York,40.739022,-73.98205,Human Services : Children's and Family Services,http://cccnewyork.org,cccnewyork.org,Human Services ,0.112,0.8549,3,1,4,0.8973,11.2,7.4,2486204,2658093,3,18.6
6876,NY,new york,org8442.htm,14850,Ithaca,42.449454,-76.49685,"Arts, Culture, Humanities : Museums",http://www.museumoftheearth.org/,museumoftheearth.org,"Arts, Culture, Humanities ",0.076,0.8652,3,0.85,3,0.8573,7.6,22.9,2799394,3097124,3,30.5
6877,MA,massachusetts,org8447.htm,2114,Boston,42.361792,-71.06774,Health : Patient and Family Support,http://www.massri.wish.org,massri.wish.org,Health ,0.103,0.8113,3,0.97,4,0.8648,10.3,11.1,6107794,6565390,3,21.4
6878,NJ,new jersey,org8450.htm,7095,Woodbridge,40.557104,-74.28316,"Health : Diseases, Disorders, and Disciplines",http://njm.nationalmssociety.org,njm.nationalmssociety.org,Health ,0.164,0.6414,1,0.93,4,0.7416,16.4,3.1,4951143,4968301,2,19.5
6879,PA,pennsylvania,org8451.htm,19442,Kimberton,40.146549,-75.617739,Human Services : Social Services,http://www.camphillkimberton.org,camphillkimberton.org,Human Services ,0.065,0.8279,3,0.7,2,0.7554,6.5,12.5,745085,2367783,2,19
6880,CA,california,org8454.htm,90017,Los Angeles,34.052561,-118.26434,Environment : Environmental Protection and Conservation,http://www.ccair.org/,ccair.org,Environment ,0.054,0.9053,4,0.86,3,0.8804,5.4,11.2,1193381,1356116,3,16.6
6881,CO,colorado,org8456.htm,80014,Aurora,39.665637,-104.83421,Religion : Religious Activities,http://forgeforward.org/,forgeforward.org,Religion ,0.039,0.9639,4,0.89,3,0.9181,3.9,4.9,1695192,1974143,4,8.8
6882,CA,california,org8458.htm,92780,Tustin,33.741651,-117.82127,Health : Patient and Family Support,http://www.ocie.wish.org,ocie.wish.org,Health ,0.139,0.8607,3,0.97,4,0.8992,13.9,8.9,3472778,3691973,3,22.8
6883,CA,california,org8459.htm,92693,San Juan Capistrano,33.555323,-117.564,Religion : Religious Activities,http://www.homeword.com,homeword.com,Religion ,0.172,0.8298,3,0.77,2,0.7976,17.2,2.9,947819,1036904,2,20.1
6884,NA,NA,org8460.htm,20017,Washington,38.937478,-76.99125,Religion : Religious Activities,http://www.ffhl.org/,ffhl.org,Religion ,0.045,0.9837,4,0.93,4,0.9491,4.5,8.7,2118019,2217606,4,13.2
6885,IN,indiana,org8462.htm,46825,Fort Wayne,41.150677,-85.12181,Religion : Religious Activities,http://www.fwayfc.org/,fwayfc.org,Religion ,0.081,0.8407,3,0.96,4,0.8838,8.1,14.1,1254909,1684785,3,22.2
6886,IN,indiana,org8463.htm,46202,Indianapolis,39.782842,-86.15673,Health : Patient and Family Support,http://www.rmh-indiana.org/,rmh-indiana.org,Health ,0.146,0.9226,4,1,4,0.9452,14.6,6.5,1894880,1928184,4,21.1
6887,IL,illinois,org8467.htm,60606,Chicago,41.882582,-87.6376,Health : Treatment and Prevention Services,http://www.eatright.org/,eatright.org,Health ,0.085,0.9,4,0.93,4,0.9136,8.5,16.2,3525454,4089911,4,24.7
6888,MI,michigan,org8469.htm,49505,Grand Rapids,43.000076,-85.64785,Religion : Religious Activities,http://www.wmyfc.org,wmyfc.org,Religion ,0.067,0.9315,4,0.96,4,0.9439,6.7,11.6,1101064,1144641,4,18.3
6889,MI,michigan,org8470.htm,49544,Grand Rapids,42.999561,-85.75371,Religion : Religious Activities,http://www.forgottenman.org/,forgottenman.org,Religion ,0.106,0.7625,2,0.85,3,0.8013,10.6,11.8,1177440,1178584,3,22.4
6890,MI,michigan,org8471.htm,48076,Southfield,42.499335,-83.22829,Community Development : Fundraising,http://www.variety-detroit.com/,variety-detroit.com,Community Development ,0.092,0.955,4,0.74,2,0.8134,9.2,10.7,1384227,1333309,3,19.9
6891,WI,wisconsin,org8472.htm,53212,Milwaukee,43.072062,-87.9103,Human Services : Children's and Family Services,http://www.coa-yfc.org/,coa-yfc.org,Human Services ,0.038,0.8866,3,1,4,0.9198,3.8,6.6,4168702,5819466,4,10.4
6892,MN,minnesota,org8475.htm,55411,Minneapolis,44.999165,-93.29823,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.pcyc-mpls.org/,pcyc-mpls.org,Human Services ,0.042,0.8533,3,0.96,4,0.8924,4.2,12.8,1507674,3704261,3,17
6893,MO,missouri,org8476.htm,63025,Eureka,38.494203,-90.61304,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.wymancenter.org/,wymancenter.org,Human Services ,0.096,0.937,4,1,4,0.9554,9.6,3.3,2099863,4555515,4,12.9
6894,MO,missouri,org8477.htm,65658,Golden,36.557301,-93.64371,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.kidsacrossamerica.org/,kidsacrossamerica.org,Human Services ,0.18,0.8302,3,0.93,4,0.8701,18,6.2,3875418,5779397,3,24.2
6895,MO,missouri,org8478.htm,63017,Chesterfield,38.647023,-90.53918,Health : Patient and Family Support,http://www.mo.wish.org/,mo.wish.org,Health ,0.143,0.8808,3,0.97,4,0.913,14.3,4.8,4505032,4488565,4,19.1
6896,KS,kansas,org8479.htm,66205,Shawnee Mission,39.030172,-94.63097,Religion : Religious Activities,http://www.youthfront.com,youthfront.com,Religion ,0.085,0.6959,1,0.89,3,0.7713,8.5,19.5,1519103,3289684,2,28
6897,GA,georgia,org8484.htm,30517,Braselton,34.121974,-83.78604,Religion : Religious Activities,http://globalservants.org/,globalservants.org,Religion ,0.004,0.8268,3,0.74,2,0.779,0.4,9.4,543622,1124937,2,9.8
6898,FL,florida,org8486.htm,33316,Fort Lauderdale,26.101114,-80.12931,Health : Patient and Family Support,http://rmhcsouthflorida.org,rmhcsouthflorida.org,Health ,0.178,0.8781,3,1,4,0.9138,17.8,13.1,2341792,2368883,4,30.9
6899,TN,tennessee,org8487.htm,37410,Chattanooga,35.002342,-85.31407,Health : Treatment and Prevention Services,http://www.teen-challenge.com/,teen-challenge.com,Health ,0.117,0.8132,3,0.8,3,0.8064,11.7,6.7,1482027,1681163,3,18.4
6900,TN,tennessee,org8488.htm,38117,Memphis,35.112929,-89.90389,Health : Patient and Family Support,http://www.midsouth.wish.org/,midsouth.wish.org,Health ,0.117,0.7543,2,0.97,4,0.8249,11.7,9.9,3299453,3317389,3,21.6
6901,TN,tennessee,org8489.htm,37403,Chattanooga,35.046173,-85.2988,Health : Patient and Family Support,http://www.rmhchattanooga.com/,rmhchattanooga.com,Health ,0.2,0.7791,2,0.93,4,0.8361,20,10.2,1505054,1598707,3,30.2
6902,MS,mississippi,org8490.htm,39054,Cary,32.804592,-90.92611,Human Services : Homeless Services,http://www.carychristiancenter.org/,carychristiancenter.org,Human Services ,0.13,0.7684,2,0.89,3,0.8187,13,15.6,1452784,1990445,3,28.6
6903,CA,california,org8492.htm,95835,Sacramento,38.664824,-121.52061,Health : Patient and Family Support,http://www.sacnortheast.wish.org/,sacnortheast.wish.org,Health ,0.235,0.7443,2,0.93,4,0.8125,23.5,7,2821645,3131466,3,30.5
6904,CA,california,org8493.htm,94608,Emeryville,37.834724,-122.28316,Human Services : Social Services,http://www.stmaryscenter.org/,stmaryscenter.org,Human Services ,0.051,0.8657,3,1,4,0.905,5.1,5.3,1700105,1771122,4,10.4
6905,OK,oklahoma,org8495.htm,74127,Tulsa,36.160341,-96.03435,Human Services : Homeless Services,http://www.restorehope.org/,restorehope.org,Human Services ,0.03,0.761,2,1,4,0.831,3,10.9,1067356,1082369,3,13.9
6906,CO,colorado,org8496.htm,80111,Englewood,39.610431,-104.88139,Health : Patient and Family Support,http://colorado.wish.org/,colorado.wish.org,Health ,0.098,0.8379,3,0.97,4,0.8834,9.8,7.4,2732790,3092253,3,17.2
6907,TX,texas,org8497.htm,78746,Austin,30.287739,-97.8022,Health : Patient and Family Support,http://www.cstx.wish.org,cstx.wish.org,Health ,0.188,0.762,2,0.93,4,0.8245,18.8,9,2671438,2683214,3,27.8
6908,TX,texas,org8498.htm,75204,Dallas,32.800333,-96.78952,Human Services : Homeless Services,http://www.rodallas.org/,rodallas.org,Human Services ,0.044,0.9075,4,0.89,3,0.8983,4.4,15.9,1034443,1429749,3,20.3
6909,WY,wyoming,org8500.htm,82520,Lander,42.729832,-108.63154,Environment : Environmental Protection and Conservation,http://www.wyomingoutdoorcouncil.org/,wyomingoutdoorcouncil.org,Environment ,0.046,0.9859,4,0.75,2,0.8229,4.6,9.3,1093315,1278037,3,13.9
6910,CO,colorado,org8501.htm,80218,Denver,39.731237,-104.97133,Human Services : Social Services,http://thebluebench.org/,thebluebench.org,Human Services ,0.173,0.7358,2,0.85,3,0.7851,17.3,9.4,1358113,1427918,2,26.7
6911,AZ,arizona,org8502.htm,85020,Phoenix,33.563663,-112.05519,Health : Patient and Family Support,http://www.arizona.wish.org,arizona.wish.org,Health ,0.13,0.8279,3,0.97,4,0.8764,13,9.5,6150471,6192247,3,22.5
6912,WA,washington,org8503.htm,98105,Seattle,47.66377,-122.30118,Health : Patient and Family Support,http://www.rmhcseattle.org/,rmhcseattle.org,Health ,0.151,0.8338,3,1,4,0.8824,15.1,7.7,2921710,4186681,3,22.8
6913,AK,alaska,org8504.htm,99674,Sutton,61.751348,-148.69632,Religion : Religious Activities,http://www.victorymin.org/,victorymin.org,Religion ,0.008,0.8426,3,0.7,2,0.7604,0.8,16.2,939004,1909634,2,17
6914,CA,california,org8508.htm,94304,Palo Alto,37.397823,-122.16605,Health : Patient and Family Support,http://www.ronaldhouse-stanford.org,ronaldhouse-stanford.org,Health ,0.214,0.7877,2,0.93,4,0.8419,21.4,9.4,4690791,5617153,3,30.8
6915,CA,california,org8510.htm,94577,San Leandro,37.722279,-122.15702,Health : Treatment and Prevention Services,http://www.firstresort.org,firstresort.org,Health ,0.129,0.8774,3,0.66,1,0.7444,12.9,9.6,1869818,1869984,2,22.5
6916,VA,virginia,org8511.htm,22902,Charlottesville,38.00847,-78.47803,Community Development : Fundraising,http://www.unitedwaytja.org/,unitedwaytja.org,Community Development ,0.147,0.7873,2,1,4,0.8495,14.7,3.7,2122371,2267155,3,18.4
6917,CA,california,org8512.htm,94102,San Francisco,37.779329,-122.41915,"Arts, Culture, Humanities : Performing Arts",http://sfjazz.org,sfjazz.org,"Arts, Culture, Humanities ",0.134,0.92,4,0.89,3,0.9038,13.4,16.5,14404920,18754029,4,29.9
6918,NY,new york,org8514.htm,10017,New York,40.752159,-73.97231,Human Services : Multipurpose Human Service Organizations,http://www.nycpolicefoundation.org/,nycpolicefoundation.org,Human Services ,0.042,0.9629,4,0.96,4,0.9614,4.2,7.8,7565171,7712956,4,12
6919,MA,massachusetts,org8516.htm,2116,Boston,42.349622,-71.07372,Human Services : Homeless Services,http://www.stfrancishouse.org,stfrancishouse.org,Human Services ,0.142,0.7941,2,0.86,3,0.8239,14.2,10.8,5840350,7064156,3,25
6920,GA,georgia,org8521.htm,30281,Stockbridge,33.547578,-84.21809,Human Services : Multipurpose Human Service Organizations,http://www.georgiasheriffs.org,georgiasheriffs.org,Human Services ,0.18,0.6323,1,0.74,2,0.6815,18,27.1,1513033,2565215,1,45.1
6921,GA,georgia,org8522.htm,30303,Atlanta,33.752856,-84.39013,Education : Other Education Programs and Services,http://www.projectgradatlanta.org,projectgradatlanta.org,Education ,0.11,0.5921,1,0.93,4,0.7073,11,33.4,1196823,1563484,2,44.4
6922,FL,florida,org8523.htm,32801,Orlando,28.541879,-81.37446,Human Services : Homeless Services,http://www.centralfloridahomeless.org/,centralfloridahomeless.org,Human Services ,0.07,0.919,4,0.93,4,0.9242,7,6.4,6900890,7606427,4,13.4
6923,CA,california,org8525.htm,92705,Santa Ana,33.762117,-117.81828,Community Development : Housing and Neighborhood Development,http://www.habitatoc.org,habitatoc.org,Community Development ,0.143,0.6951,1,1,4,0.7844,14.3,15.4,2948308,3557093,2,29.7
6924,NC,north carolina,org8526.htm,27103,Winston Salem,36.066545,-80.30733,Community Development : Housing and Neighborhood Development,http://www.habitatforsyth.org,habitatforsyth.org,Community Development ,0.192,0.8986,3,0.96,4,0.9229,19.2,7.1,3505629,3588581,4,26.3
6925,NJ,new jersey,org8527.htm,7751,Morganville,40.361014,-74.26595,Human Services : Multipurpose Human Service Organizations,http://www.npdf.org/,npdf.org,Human Services ,0.791,0,0,0.86,3,0.2859,79.1,3,1938964,1977891,0,82.1
6926,CA,california,org8528.htm,90071,Los Angeles,34.052709,-118.2559,Human Services : Multipurpose Human Service Organizations,http://www.lapolicefoundation.org,lapolicefoundation.org,Human Services ,0.091,0.7878,2,0.93,4,0.8419,9.1,16.7,3506164,3511210,3,25.8
6927,PA,pennsylvania,org8529.htm,19109,Philadelphia,39.949612,-75.163722,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.bbbssepa.org/,bbbssepa.org,Human Services ,0.217,0.7066,2,1,4,0.7925,21.7,8.5,4166673,4229688,2,30.2
6928,WI,wisconsin,org8530.htm,53202,Milwaukee,43.046213,-87.9005,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.bbbsmilwaukee.org,bbbsmilwaukee.org,Human Services ,0.221,0.7656,2,1,4,0.8342,22.1,8,1636870,1841383,3,30.1
6929,NA,NA,org8531.htm,20037,Washington,38.900394,-77.05126,Community Development : Housing and Neighborhood Development,http://www.dchabitat.org,dchabitat.org,Community Development ,0.08,0.934,4,1,4,0.9533,8,7.9,1687077,3558135,4,15.9
6930,NJ,new jersey,org8532.htm,7960,Morristown,40.79215,-74.48559,Human Services : Homeless Services,http://www.homelesssolutions.org,homelesssolutions.org,Human Services ,0.084,0.8375,3,1,4,0.885,8.4,10.5,2298236,3006999,3,18.9
6931,ME,maine,org8533.htm,4537,Boothbay,43.907812,-69.64608,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.mainegardens.org/,mainegardens.org,Environment ,0.179,0.7979,2,0.97,4,0.8555,17.9,13,2143114,3656828,3,30.9
6932,CA,california,org8535.htm,94103,San Francisco,37.772329,-122.41087,Health : Patient and Family Support,http://www.aef-sf.org/,aef-sf.org,Health ,0.157,0.7812,2,0.89,3,0.8268,15.7,9.9,2881901,2919606,3,25.6
6933,MA,massachusetts,org8537.htm,2116,Boston,42.349622,-71.07372,"Animals : Animal Rights, Welfare, and Services",http://www.arlboston.org,arlboston.org,Animals ,0.06,0.7246,2,0.96,4,0.8032,6,19.2,4767231,8472551,3,25.2
6934,CT,connecticut,org8538.htm,6103,Hartford,41.767049,-72.67433,"Arts, Culture, Humanities : Performing Arts",http://www.hartfordsymphony.org/,hartfordsymphony.org,"Arts, Culture, Humanities ",0.092,0.8676,3,0.89,3,0.8782,9.2,11.2,3187001,6045947,3,20.4
6935,CA,california,org8539.htm,94102,San Francisco,37.779329,-122.41915,Environment : Environmental Protection and Conservation,http://www.forestethics.org,forestethics.org,Environment ,0.097,0.7472,2,1,4,0.8212,9.7,7.4,2383026,2620873,3,17.1
6936,NJ,new jersey,org8540.htm,10004,New York,40.699226,-74.04118,"Health : Diseases, Disorders, and Disciplines",http://www.youngsurvival.org/,youngsurvival.org,Health ,0.103,0.7691,2,1,4,0.8367,10.3,15.3,3431102,3896241,3,25.6
6937,IN,indiana,org8541.htm,46268,Indianapolis,39.897548,-86.22546,Human Services : Children's and Family Services,http://lifecenters.com/,lifecenters.com,Human Services ,0.033,0.67,1,0.85,3,0.7436,3.3,23.5,1307200,1248168,2,26.8
6938,CA,california,org8542.htm,95403,Santa Rosa,38.480494,-122.74976,Human Services : Homeless Services,http://www.srmission.org,srmission.org,Human Services ,0.069,0.7106,2,1,4,0.7953,6.9,7.4,3474173,3512650,2,14.3
6939,MN,minnesota,org8543.htm,55447,Minneapolis,45.003363,-93.49262,"Health : Diseases, Disorders, and Disciplines",http://www.ataxia.org,ataxia.org,Health ,0.032,0.967,4,0.96,4,0.9633,3.2,4.7,2067986,2455210,4,7.9
6940,PA,pennsylvania,org8544.htm,15203,Pittsburgh,40.426211,-79.97826,"Arts, Culture, Humanities : Performing Arts",http://www.citytheatrecompany.org/,citytheatrecompany.org,"Arts, Culture, Humanities ",0.05,0.8428,3,0.89,3,0.8643,5,16.7,1762301,2665058,3,21.7
