,state,region,id,zip,city,latitude,longitude,type,url,domain,first.type,expense.percent,financial.rating,financial.rating.fye,accountability.rating,accountability.rating.fye,rating,fundraising.expense,admin.expense,contributions,revenue,rating.fye,overhead
1616,ND,north dakota,org12789.htm,58107,Fargo,46.934596,-97.229718,Community Development : Fundraising,http://www.uwcc.net,uwcc.net,Community Development ,0.071,0.9703,4,1,4,0.9789,7.1,3.4,5236837,5277100,4,10.5
1617,WA,washington,org12792.htm,99336,Kennewick,46.210957,-119.16369,Community Development : Fundraising,http://www.unitedway-bfco.com,unitedway-bfco.com,Community Development ,0.098,0.8494,3,1,4,0.8935,9.8,5.8,3940537,4219081,3,15.6
1618,CA,california,org12794.htm,92694,Ladera Ranch,33.570763,-117.63463,Human Services : Social Services,http://www.laurashouse.org,laurashouse.org,Human Services ,0.102,0.8556,3,0.9,4,0.8757,10.2,11.5,1881311,2597828,3,21.7
1619,MD,maryland,org12795.htm,21701,Frederick,39.423344,-77.38902,Human Services : Homeless Services,http://www.therescuemission.org,therescuemission.org,Human Services ,0.081,0.9611,4,0.96,4,0.9605,8.1,5.7,2914870,3280237,4,13.8
1620,NY,new york,org12796.htm,11219,Brooklyn,40.632449,-73.99629,International : Foreign Charity Support Organizations,http://www.meirpanim.org,meirpanim.org,International ,0.39,0.7018,2,0.81,3,0.7499,39,9.1,3089455,3089455,2,48.1
1621,PA,pennsylvania,org12798.htm,15241,Pittsburgh,40.329619,-80.07364,International : Development and Relief Services,http://www.HeavensFamily.org,heavensfamily.org,International ,0.057,0.9052,4,0.61,1,0.7161,5.7,8.4,1655165,1661341,2,14.1
1622,MI,michigan,org12800.htm,49501,Grand Rapids,42.984226,-85.629101,Religion : Religious Media and Broadcasting,http://www.cbhministries.org,cbhministries.org,Religion ,0.133,0.6892,1,0.82,3,0.746,13.3,18.6,669558,1035074,2,31.9
1623,NA,NA,org12801.htm,20036,Washington,38.906778,-77.04148,"International : International Peace, Security, and Affairs",http://endgenocide.org/,endgenocide.org,International ,0.118,0.5979,1,0.96,4,0.7142,11.8,15.2,2116331,2426467,2,27
1624,NY,new york,org12802.htm,10036,New York,40.759511,-73.99019,Education : Other Education Programs and Services,http://www.vh1savethemusic.org,vh1savethemusic.org,Education ,0.195,0.5975,1,0.96,4,0.7139,19.5,7,2685552,2758874,2,26.5
1625,TX,texas,org12803.htm,76115,Fort Worth,32.680333,-97.33579,Human Services : Social Services,http://www.catholiccharitiesfortworth.org/,catholiccharitiesfortworth.org,Human Services ,0.029,0.9685,4,0.96,4,0.9639,2.9,3.4,18769480,22282910,4,6.3
1626,FL,florida,org12805.htm,33781,Pinellas Park,27.839802,-82.71094,Human Services : Children's and Family Services,http://www.family-resources.org/,family-resources.org,Human Services ,0.01,0.7737,2,0.89,3,0.822,1,14.8,6955846,7033300,3,15.8
1627,DE,delaware,org12806.htm,19803,Wilmington,39.793962,-75.53401,Community Development : Fundraising,http://www.shalomdelaware.org,shalomdelaware.org,Community Development ,0.075,0.8384,3,0.92,4,0.8724,7.5,12.3,2519327,4189383,3,19.8
1628,NA,NA,org12807.htm,20009,Washington,38.919211,-77.03777,Human Services : Homeless Services,http://www.jubileehousing.org,jubileehousing.org,Human Services ,0.059,0.9273,4,0.88,3,0.9007,5.9,16.6,1279077,4452956,4,22.5
1629,CA,california,org12808.htm,94110,San Francisco,37.74873,-122.41545,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.jamestownsf.org/,jamestownsf.org,Human Services ,0.055,0.9063,4,0.89,3,0.8978,5.5,11.2,1780020,2000919,3,16.7
1630,NY,new york,org12809.htm,10970,Pomona,41.192394,-74.04523,Religion : Religious Activities,http://meor.org/,meor.org,Religion ,0.033,0.7918,2,0.47,0,0.5973,3.3,6.2,4447634,5032483,1,9.5
1631,IN,indiana,org12810.htm,46206,Indianapolis,39.761293,-86.161336,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://foundation.imcpl.org/,foundation.imcpl.org,"Arts, Culture, Humanities ",0.13,0.9228,4,0.89,3,0.9049,13,14,2793685,3452855,4,27
1632,IA,iowa,org12812.htm,52001,Dubuque,42.515252,-90.6794,"Arts, Culture, Humanities : Museums",http://www.mississippirivermuseum.com,mississippirivermuseum.com,"Arts, Culture, Humanities ",0.04,0.8628,3,0.89,3,0.8756,4,8.1,1861187,4334067,3,12.1
1633,MA,massachusetts,org12813.htm,1257,Sheffield,42.102694,-73.36591,Education : Private Elementary and Secondary Schools,http://berkshireschool.org/,berkshireschool.org,Education ,0.04,0.8524,3,0.89,3,0.8698,4,17,6911773,30776192,3,21
1634,PA,pennsylvania,org12814.htm,19034,Fort Washington,40.13477,-75.20374,"Health : Diseases, Disorders, and Disciplines",http://www.nccn.org,nccn.org,Health ,0.045,0.7133,2,0.85,3,0.7712,4.5,17.6,14901085,23052737,2,22.1
1635,CA,california,org12815.htm,92801,Anaheim,33.844814,-117.95381,Human Services : Social Services,http://www.communityseniorserv.com/,communityseniorserv.com,Human Services ,0.023,0.8157,3,1,4,0.8696,2.3,8.1,7614986,10787946,3,10.4
1636,PA,pennsylvania,org12817.htm,17403,York,39.952198,-76.71328,Community Development : Fundraising,http://www.unitedway-york.org/,unitedway-york.org,Community Development ,0.056,0.8416,3,1,4,0.8879,5.6,6.5,6628514,6910042,3,12.1
1637,PA,pennsylvania,org12818.htm,15626,Delmont,40.409992,-79.57266,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.westmorelandfoodbank.org,westmorelandfoodbank.org,Human Services ,0.028,0.8553,3,1,4,0.8976,2.8,2.2,10859919,10915183,3,5
1638,CA,california,org12819.htm,94301,Palo Alto,37.443688,-122.15071,Human Services : Social Services,http://www.avenidas.org/,avenidas.org,Human Services ,0.082,0.8862,3,0.96,4,0.9147,8.2,13,6152833,8151833,4,21.2
1639,SC,south carolina,org12820.htm,29201,Columbia,33.998454,-81.03519,"Arts, Culture, Humanities : Museums",http://www.edventure.org,edventure.org,"Arts, Culture, Humanities ",0.075,0.9305,4,0.81,3,0.8569,7.5,6.2,2848493,4864454,3,13.7
1640,CO,colorado,org12826.htm,80205,Denver,39.758986,-104.96678,Human Services : Social Services,http://www.womensbeanproject.com/,womensbeanproject.com,Human Services ,0.067,0.9325,4,1,4,0.9522,6.7,10.6,633153,1203388,4,17.3
1641,CA,california,org12827.htm,94947,Novato,38.098221,-122.59809,"Human Services : Youth Development, Shelter, and Crisis Services",http://novatoyouthcenter.org,novatoyouthcenter.org,Human Services ,0.015,0.9325,4,0.89,3,0.9087,1.5,7.2,1787090,2946175,4,8.7
1642,FL,florida,org12830.htm,33145,Miami,25.753177,-80.23327,International : Development and Relief Services,http://www.sahf.org,sahf.org,International ,0.001,0.738,2,1,4,0.8147,0.1,0.1,39354973,39634556,3,0.2
1643,CA,california,org12832.htm,93405,San Luis Obispo,35.277189,-120.70305,"Animals : Animal Rights, Welfare, and Services",http://www.woodshumane.org,woodshumane.org,Animals ,0.06,0.884,3,0.89,3,0.8869,6,7.1,894660,1555668,3,13.1
1644,GA,georgia,org12835.htm,30328,Atlanta,33.931746,-84.37817,Health : Medical Research,http://www.rallyfoundation.org,rallyfoundation.org,Health ,0.033,0.9445,4,0.96,4,0.9516,3.3,2.1,1789557,1558004,4,5.4
1645,FL,florida,org12842.htm,32256,Jacksonville,30.206922,-81.54604,Human Services : Social Services,http://www.woundedwarriorproject.org/,woundedwarriorproject.org,Human Services ,0.365,0.8077,3,0.96,4,0.8611,36.5,5.7,225418220,234682943,3,42.2
1646,NY,new york,org12844.htm,10018,New York,40.755101,-73.99337,Research and Public Policy : Social and Public Policy Research,http://www.publicinterestprojects.org/,publicinterestprojects.org,Research and Public Policy ,0.022,0.944,4,0.96,4,0.9513,2.2,3.6,43089557,43722631,4,5.8
1647,CA,california,org12845.htm,93291,Visalia,36.351009,-119.33655,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.foodlinktc.org,foodlinktc.org,Human Services ,0.006,0.753,2,0.93,4,0.8184,0.6,0.6,10463969,10576619,3,1.2
1648,CA,california,org12846.htm,90755,Long Beach,33.801783,-118.168691,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.foodfinders.org,foodfinders.org,Human Services ,0.006,0.7252,2,0.96,4,0.8036,0.6,0.6,11956475,11961619,3,1.2
1649,TN,tennessee,org12847.htm,38105,Memphis,35.15275,-90.0356,Community Development : Fundraising,http://www.stjude.org,stjude.org,Community Development ,0.205,0.811,3,1,4,0.8663,20.5,10,945042767,1183802991,3,30.5
1650,IL,illinois,org12848.htm,60601,Chicago,41.886456,-87.62325,"Health : Diseases, Disorders, and Disciplines",http://www.alz.org,alz.org,Health ,0.199,0.8725,3,0.97,4,0.9073,19.9,7.5,258072916,268920015,4,27.4
1651,WI,wisconsin,org12849.htm,53094,Watertown,43.170606,-88.73058,Human Services : Social Services,http://bethesdalutherancommunities.org,bethesdalutherancommunities.org,Human Services ,0.014,0.7803,2,0.96,4,0.842,1.4,20.7,79409579,131155159,3,22.1
1652,IL,illinois,org12850.htm,60601,Chicago,41.886456,-87.62325,Human Services : Social Services,http://www.womenemployed.org/,womenemployed.org,Human Services ,0.114,0.931,4,0.93,4,0.9304,11.4,7.5,2816033,2857537,4,18.9
1653,FL,florida,org12852.htm,33483,Delray Beach,26.465051,-80.06517,Health : Treatment and Prevention Services,http://www.waysidehouse.net/,waysidehouse.net,Health ,0.019,0.913,4,0.89,3,0.9008,1.9,13.9,1228347,1689558,4,15.8
1654,MI,michigan,org12853.htm,48072,Berkley,42.497035,-83.18532,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.yadezra.org,yadezra.org,Human Services ,0.057,0.9186,4,1,4,0.9424,5.7,4.7,2107488,2188991,4,10.4
1655,OR,oregon,org12855.htm,97701,Bend,44.091256,-121.29769,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.crystalpeaksyouthranch.org,crystalpeaksyouthranch.org,Human Services ,0.138,0.9412,4,0.62,1,0.7281,13.8,14.7,3291658,3366759,2,28.5
1656,NC,north carolina,org12856.htm,27514,Chapel Hill,35.915083,-79.02939,Health : Treatment and Prevention Services,http://ncpreventionpartners.org,ncpreventionpartners.org,Health ,0.1,0.8986,3,0.93,4,0.9128,10,10.6,2363186,2785732,4,20.6
1657,CA,california,org12857.htm,95113,San Jose,37.333941,-121.89154,Community Development : Housing and Neighborhood Development,http://www.opportunityfund.org/,opportunityfund.org,Community Development ,0.066,0.9145,4,0.97,4,0.9359,6.6,13,3781519,8355851,4,19.6
1658,LA,louisiana,org12858.htm,70130,New Orleans,29.938005,-90.07195,Environment : Environmental Protection and Conservation,http://www.healthygulf.org,healthygulf.org,Environment ,0.076,0.9751,4,0.93,4,0.9474,7.6,3.8,1669832,1729673,4,11.4
1659,IN,indiana,org12859.htm,46204,Indianapolis,39.771743,-86.15598,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.iyi.org,iyi.org,Human Services ,0.075,0.9013,4,0.89,3,0.8954,7.5,13,4757372,5638437,3,20.5
1660,GA,georgia,org12865.htm,30080,Smyrna,33.87578,-84.50382,Human Services : Social Services,http://www.catholiccharitiesatlanta.org/,catholiccharitiesatlanta.org,Human Services ,0.14,0.7384,2,1,4,0.815,14,6,4568310,5092082,3,20
1661,NC,north carolina,org12869.htm,27701,Durham,35.997193,-78.89731,Community Development : Housing and Neighborhood Development,http://www.durhamhabitat.org/,durhamhabitat.org,Community Development ,0.059,0.7692,2,0.93,4,0.8294,5.9,7.2,1561071,5348801,3,13.1
1662,WA,washington,org12873.htm,98109,Seattle,47.630648,-122.34675,Health : Medical Research,http://www.bvgh.org,bvgh.org,Health ,0.009,0.7853,2,0.58,1,0.6664,0.9,21.5,2356042,2324090,1,22.4
1663,LA,louisiana,org12875.htm,70501,Lafayette,30.2334,-92.00959,Community Development : Fundraising,http://unitedwayofacadiana.org,unitedwayofacadiana.org,Community Development ,0.093,0.9337,4,0.96,4,0.9452,9.3,6.8,5799216,6100624,4,16.1
1664,TN,tennessee,org12876.htm,37312,Cleveland,35.219532,-84.86489,International : Development and Relief Services,http://www.peopleforcare.org,peopleforcare.org,International ,0.047,0.9055,4,0.81,3,0.8499,4.7,10.1,1719781,1885810,3,14.8
1665,CA,california,org12877.htm,94105,San Francisco,37.789228,-122.3957,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.calyouthconn.org,calyouthconn.org,Human Services ,0.068,0.9626,4,0.93,4,0.9438,6.8,5.5,1975869,2095274,4,12.3
1666,CA,california,org12879.htm,94303,Palo Alto,37.449888,-122.12749,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.acs-teens.org,acs-teens.org,Human Services ,0.059,0.9263,4,0.92,4,0.923,5.9,5.1,1272794,1420657,4,11
1667,CO,colorado,org12883.htm,80915,Colorado Springs,38.858644,-104.70892,International : Development and Relief Services,http://www.glahaiti.org/,glahaiti.org,International ,0.043,0.9326,4,0.97,4,0.9478,4.3,14.9,1501950,2109286,4,19.2
1668,CA,california,org12887.htm,93406,San Luis Obispo,35.347065,-120.455345,"Arts, Culture, Humanities : Performing Arts",http://www.slosymphony.com,slosymphony.com,"Arts, Culture, Humanities ",0.036,0.8754,3,0.67,1,0.7505,3.6,10.7,645900,1351301,2,14.3
1669,TX,texas,org12891.htm,78229,San Antonio,29.499454,-98.57166,Human Services : Social Services,http://www.christianseniorservices.org,christianseniorservices.org,Human Services ,0.059,0.9314,4,0.93,4,0.9306,5.9,2.5,5632398,6796944,4,8.4
1670,CA,california,org12895.htm,94111,San Francisco,37.798228,-122.40027,Animals : Wildlife Conservation,http://www.wildaid.org,wildaid.org,Animals ,0.027,0.9918,4,1,4,0.9942,2.7,5.3,6395395,6439670,4,8
1671,NY,new york,org12896.htm,10001,New York,40.750742,-73.99653,International : Development and Relief Services,http://www.righttoplayusa.org,righttoplayusa.org,International ,0.154,0.8825,3,1,4,0.9169,15.4,1.9,4024223,4557369,4,17.3
1672,CA,california,org12898.htm,92106,San Diego,32.7259,-117.23079,Environment : Environmental Protection and Conservation,http://www.sdcoastkeeper.org,sdcoastkeeper.org,Environment ,0.137,0.6377,1,0.74,2,0.6846,13.7,12,796250,775676,1,25.7
1673,IL,illinois,org12899.htm,60651,Chicago,41.901485,-87.74055,Human Services : Social Services,http://cawc.org,cawc.org,Human Services ,0.062,0.7957,2,0.93,4,0.8472,6.2,14.5,1619970,1882110,3,20.7
1674,CO,colorado,org12901.htm,80202,Denver,39.751586,-104.99699,Education : Other Education Programs and Services,http://www.jacolorado.org,jacolorado.org,Education ,0.104,0.9348,4,0.96,4,0.9459,10.4,4.6,3958007,3729200,4,15
1675,CA,california,org12902.htm,90010,Los Angeles,34.062709,-118.31481,"International : International Peace, Security, and Affairs",http://www.justdetention.org,justdetention.org,International ,0.059,0.9617,4,1,4,0.9729,5.9,7.3,2114543,2137706,4,13.2
1676,IL,illinois,org12903.htm,60525,La Grange,41.788536,-87.87605,Health : Treatment and Prevention Services,http://www.communitynurse.org,communitynurse.org,Health ,0.059,0.8963,3,0.93,4,0.9115,5.9,11.6,1635056,3228165,4,17.5
1677,LA,louisiana,org12905.htm,70806,Baton Rouge,30.44495,-91.13806,Community Development : Housing and Neighborhood Development,http://www.habitatbr.org,habitatbr.org,Community Development ,0.022,0.87,3,0.78,2,0.8193,2.2,5.9,1345741,4029503,3,8.1
1678,WA,washington,org12906.htm,98144,Seattle,47.58577,-122.30081,Human Services : Children's and Family Services,http://www.wellspringfs.org,wellspringfs.org,Human Services ,0.03,0.8705,3,0.96,4,0.9041,3,12.6,4891335,12200825,4,15.6
1679,TX,texas,org12908.htm,75234,Dallas,32.925975,-96.88322,Human Services : Homeless Services,http://www.metrocrestsocialservices.org,metrocrestsocialservices.org,Human Services ,0.042,0.8326,3,0.85,3,0.841,4.2,11.2,2454608,2937768,3,15.4
1680,CA,california,org12909.htm,94110,San Francisco,37.74873,-122.41545,Education : Other Education Programs and Services,http://www.firstgraduate.org,firstgraduate.org,Education ,0.162,0.7177,2,1,4,0.8003,16.2,11,1569420,1546719,3,27.2
1681,MO,missouri,org12910.htm,64152,Kansas City,39.216635,-94.69991,International : Development and Relief Services,http://theglobalorphanproject.org,theglobalorphanproject.org,International ,0.029,0.958,4,1,4,0.9703,2.9,14,5998179,6034981,4,16.9
1682,OR,oregon,org12911.htm,97140,Sherwood,45.352086,-122.85376,"Animals : Animal Rights, Welfare, and Services",http://catadoptionteam.org/,catadoptionteam.org,Animals ,0.084,0.8534,3,0.74,2,0.7889,8.4,7.3,924709,1302219,2,15.7
1683,WA,washington,org12913.htm,98110,Bainbridge Island,47.65526,-122.53508,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.yesmagazine.org,yesmagazine.org,"Arts, Culture, Humanities ",0.1,0.8075,3,0.78,2,0.7932,10,7.3,1079423,1672342,2,17.3
1684,NJ,new jersey,org12914.htm,7436,Oakland,41.028884,-74.23727,"Human Services : Youth Development, Shelter, and Crisis Services",http://nnjbsa.org,nnjbsa.org,Human Services ,0.071,0.8517,3,0.81,3,0.8295,7.1,11.3,1269823,4007246,3,18.4
1685,PA,pennsylvania,org12918.htm,16868,Pine Grove Mills,40.726405,-77.911776,Community Development : Fundraising,http://ccunitedway.org/,ccunitedway.org,Community Development ,0.164,0.7849,2,0.92,4,0.8377,16.4,5,2008565,2065560,3,21.4
1686,NA,NA,org12922.htm,20005,Washington,38.904461,-77.03088,"Health : Diseases, Disorders, and Disciplines",http://www.ccalliance.org,ccalliance.org,Health ,0.081,0.8638,3,1,4,0.9036,8.1,28,3336450,3561110,4,36.1
1687,WI,wisconsin,org12924.htm,54914,Appleton,44.267411,-88.4383,Human Services : Social Services,http://www.harborhouseonline.org,harborhouseonline.org,Human Services ,0.007,0.8754,3,0.82,3,0.8452,0.7,3.3,1298638,1529017,3,4
1688,MD,maryland,org12925.htm,20742,College Park,38.833563,-76.877743,Education : Other Education Programs and Services,http://alumni.umd.edu/s/1132/start.aspx,alumni.umd.edu,Education ,0.126,0.6388,1,0.73,2,0.6811,12.6,23.5,1760670,3852222,1,36.1
1689,MD,maryland,org12926.htm,20783,Hyattsville,38.98941,-76.97294,"Education : Universities, Graduate Schools, and Technological Institutes",http://www.usmf.org/usmf/,usmf.org,Education ,0.115,0.6722,1,0.94,4,0.7643,11.5,16.2,15939143,36433384,2,27.7
1690,TX,texas,org12927.htm,75024,Plano,33.07707,-96.79859,Health : Patient and Family Support,http://www.cdfund.org/,cdfund.org,Health ,0.007,0.9184,4,0.77,2,0.8274,0.7,5.7,200401801,201215266,3,6.4
1691,TX,texas,org12928.htm,77477,Stafford,29.626187,-95.57145,Health : Patient and Family Support,http://texgulf.wish.org/,texgulf.wish.org,Health ,0.059,0.925,4,0.97,4,0.9428,5.9,4.6,4412229,5141780,4,10.5
1692,NY,new york,org12929.htm,10113,New York,40.780751,-73.977182,"International : International Peace, Security, and Affairs",http://www.onevoicemovement.org,onevoicemovement.org,International ,0.089,0.8816,3,0.77,2,0.817,8.9,9.4,2192001,2264692,3,18.3
1693,IL,illinois,org12930.htm,60642,Chicago,41.9,-87.65,International : Development and Relief Services,http://www.worldbicyclerelief.org/,worldbicyclerelief.org,International ,0.32,0.8081,3,0.92,4,0.8529,32,9.7,4644829,5064845,3,41.7
1694,MO,missouri,org12934.htm,65806,Springfield,37.206624,-93.29923,Community Development : Fundraising,http://www.uwozarks.com/,uwozarks.com,Community Development ,0.045,0.9322,4,0.92,4,0.9258,4.5,7,4063386,5699471,4,11.5
1695,TX,texas,org12936.htm,79118,Amarillo,35.100501,-101.80606,"Human Services : Youth Development, Shelter, and Crisis Services",http://hpch.org,hpch.org,Human Services ,0.136,0.9522,4,0.86,3,0.8953,13.6,9,3773112,5127939,3,22.6
1696,PA,pennsylvania,org12940.htm,19348,Kennett Square,39.858137,-75.71227,Community Development : Fundraising,http://unitedwayscc.org,unitedwayscc.org,Community Development ,0.08,0.8598,3,0.96,4,0.8969,8,8.5,1206812,1248134,3,16.5
1697,CA,california,org12941.htm,93940,Monterey,36.586193,-121.88667,Community Development : Fundraising,http://www.unitedwaymcca.org/,unitedwaymcca.org,Community Development ,0.106,0.7451,2,1,4,0.8197,10.6,8.9,3521116,3555030,3,19.5
1698,FL,florida,org12948.htm,33634,Tampa,28.005497,-82.54936,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.gswcf.org,gswcf.org,Human Services ,0.044,0.8068,3,1,4,0.8633,4.4,15.9,1141519,7487196,3,20.3
